,entities.urls,created_at,full_text,claim_text,fact_text,user.name,user.id,id,lang,real_fact
54,"[{'url': 'https://t.co/VymHJz1AEB', 'expanded_url': 'https://twitter.com/ICMRDELHI/status/1250329498622386179?s=19', 'display_url': 'twitter.com/ICMRDELHI/stat…', 'indices': [224, 247]}]",2020-04-15 08:41:38+00:00,"Claim : Caravan magazine has claimed that PM @narendramodi did not consult the 21-member scientific #COVID taskforce before extending the lockdown

Reality : All decisions were taken after consulting the taskforce.  

Read: https://t.co/VymHJz1AEB https://t.co/1BIwa3YcCr",Claim : Caravan magazine has claimed that PM @narendramodi did not consult the 21-member scientific #COVID taskforce before extending the lockdown,Reality : All decisions were taken after consulting the taskforce.  ,PIB Fact Check,1.20763E+18,1.25034E+18,en,FALSE
55,[],2020-04-14 15:51:31+00:00,RT @adgpi: Fake &amp; incorrect news found published in print media about Army deployment in Gujarat &amp; instructions given to Army personnel on…,,RT @adgpi: Fake &amp; incorrect news found published in print media about Army deployment in Gujarat &amp; instructions given to Army personnel on…,PIB Fact Check,1.20763E+18,1.25009E+18,en,FALSE
56,[],2020-04-13 16:37:21+00:00,"Claim: Money transferred to a/c under PMGKY will be taken back if not withdrawn

#PIBFactCheck: This is a baseless rumour. Money will not be taken back from accounts.

#PMGKY #PMGaribKalyanYojana https://t.co/EcwoIad2BE",Claim: Money transferred to a/c under PMGKY will be taken back if not withdrawn,#PIBFactCheck: This is a baseless rumour. Money will not be taken back from accounts.,PIB Fact Check,1.20763E+18,1.24974E+18,en,FALSE
57,[],2020-04-12 14:50:58+00:00,Can cold weather and snow kill #Coronavirus?,,,PIB Fact Check,1.20763E+18,1.24935E+18,en,FALSE
58,"[{'url': 'https://t.co/O9BRhhnnxD', 'expanded_url': 'https://twitter.com/PIB_India/status/1249288804617187330', 'display_url': 'twitter.com/PIB_India/stat…', 'indices': [137, 160]}]",2020-04-12 11:25:12+00:00,"Beware of financial frauds online. 

Follow @CyberDost, your authentic source for cyber safety and cyber security tips by Home Ministry. https://t.co/O9BRhhnnxD",,,PIB Fact Check,1.20763E+18,1.2493E+18,en,FALSE
59,[],2020-04-11 14:28:23+00:00,Can spraying alcohol or chlorine all over your body kill the new #Coronavirus ?,,,PIB Fact Check,1.20763E+18,1.24898E+18,en,FALSE
60,[],2020-04-11 10:20:02+00:00,"Claim: exposure to high temperatures prevents #COVID19

#PIBFactCheck: No! There is no scientific evidence to prove that coronavirus can be prevented in high temperature. Countries with hot weather too have reported #COVID19 cases. https://t.co/vXDjmFAFcl",Claim: exposure to high temperatures prevents #COVID19,#PIBFactCheck: No! There is no scientific evidence to prove that coronavirus can be prevented in high temperature. Countries with hot weather too have reported #COVID19 cases. https://t.co/vXDjmFAFcl,PIB Fact Check,1.20763E+18,1.24892E+18,en,FALSE
61,[],2020-04-10 17:15:53+00:00,Does holding your breath for 10 seconds or more without coughing or feeling discomfort means you are free from the #coronavirus?,,,PIB Fact Check,1.20763E+18,1.24866E+18,en,FALSE
62,"[{'url': 'https://t.co/hrROh7XKPb', 'expanded_url': 'https://pib.gov.in/PressReleseDetailm.aspx?PRID=1612635', 'display_url': 'pib.gov.in/PressReleseDet…', 'indices': [253, 276]}]",2020-04-10 14:39:02+00:00,"#PIBFactCheck 

Claim : Media reports that @MoHFW_INDIA has suspended till June 30, the PC&amp;PNDT Act which prohibits sex selection before or after conception 

Reality : No such thing has been done by Ministry of Health and Family Welfare. 

Read :  https://t.co/hrROh7XKPb https://t.co/Hnp6VzWVsq","
Claim : Media reports that @MoHFW_INDIA has suspended till June 30, the PC&amp;PNDT Act which prohibits sex selection before or after conception ",Reality : No such thing has been done by Ministry of Health and Family Welfare. ,PIB Fact Check,1.20763E+18,1.24862E+18,en,FALSE
63,[],2020-04-10 14:23:38+00:00,"#PIBFactCheck
Claim : A prominent newsportal has claimed #HCQ or #Hydroxychloroquine stocks in Mumbai have run out
Fact: MoHFW has allocated 34 lakh tablets of HCQ to Maharashtra upto 9 April. So supply is much more than present requirement. It has also made its own procurement. https://t.co/FnibB7JebK",Claim : A prominent newsportal has claimed #HCQ or #Hydroxychloroquine stocks in Mumbai have run out,Fact: MoHFW has allocated 34 lakh tablets of HCQ to Maharashtra upto 9 April. So supply is much more than present requirement. It has also made its own procurement. https://t.co/FnibB7JebK,PIB Fact Check,1.20763E+18,1.24862E+18,en,FALSE
64,"[{'url': 'https://t.co/BwELJvb0hp', 'expanded_url': 'https://twitter.com/railminindia/status/1248153979860574209?s=12', 'display_url': 'twitter.com/railminindia/s…', 'indices': [248, 271]}]",2020-04-10 09:12:38+00:00,"Rumours and media reports, claiming that protocol has been issued by @RailMinIndia regarding passenger travel for post - lockdown period, are speculative and incorrect. 

Please rely only on the authentic information given by the Ministry.

Read - https://t.co/BwELJvb0hp https://t.co/a0o3XuKD7N",,,PIB Fact Check,1.20763E+18,1.24854E+18,en,FALSE
65,[],2020-04-09 15:50:44+00:00,"Media reports &amp; rumours  circulating on social media claiming that the Govt may reduce employees' pension by 30% &amp; terminate it for those above the age of 80, in the context of #COVIDー19, is FAKE.
#PIBFactCheck: This claim is #Fake. Government is doing no such thing! https://t.co/y4c0RnUDvW","Media reports &amp; rumours  circulating on social media claiming that the Govt may reduce employees' pension by 30% &amp; terminate it for those above the age of 80, in the context of #COVIDー19, is FAKE.",#PIBFactCheck: This claim is #Fake. Government is doing no such thing! https://t.co/y4c0RnUDvW,PIB Fact Check,1.20763E+18,1.24828E+18,en,FALSE
66,[],2020-04-09 15:47:49+00:00,Thermal scanners can detect whether a person has #Covid19 infection.,,,PIB Fact Check,1.20763E+18,1.24828E+18,en,FALSE
67,"[{'url': 'https://t.co/6os3CuQag9', 'expanded_url': 'https://www.mohfw.gov.in/pdf/AddressingSocialStigmaAssociatedwithCOVID19.pdf', 'display_url': 'mohfw.gov.in/pdf/Addressing…', 'indices': [248, 271]}]",2020-04-09 09:45:19+00:00,"A viral audio clip is circulating on social media claiming that vegetable sellers are spreading #Covid19 by licking or spitting on vegetables/fruits.

The claim made in the audio clip is false &amp; intended to create disharmony in society.

Read: https://t.co/6os3CuQag9 https://t.co/TtzJnwsByE",A viral audio clip is circulating on social media claiming that vegetable sellers are spreading #Covid19 by licking or spitting on vegetables/fruits.,The claim made in the audio clip is false &amp; intended to create disharmony in society.,PIB Fact Check,1.20763E+18,1.24819E+18,en,FALSE
68,[],2020-04-08 15:00:49+00:00,Hand dryers are effective in killing the #coronavirus.,Hand dryers are effective in killing the #coronavirus.,,PIB Fact Check,1.20763E+18,1.2479E+18,en,FALSE
69,[],2020-04-08 14:41:29+00:00,"Correct Answer : Yes . 
#AarogyaSetu App proactively inform users about the potential risk of infection,  and relevant medical advisories to contain spread of #COVID19 pandemic.",,,PIB Fact Check,1.20763E+18,1.2479E+18,en,FALSE
70,[],2020-04-08 05:13:58+00:00,"Be cautious of #Fake order claiming that hotels/resturants will remain closed till 15th October 2020 due to #Coronavirusoutbreak.

#PIBFactCheck: The order is  Fake and has NOT been issued by Ministry of Tourism. 

Do not believe in rumours! https://t.co/efRx3PWTj0",Be cautious of #Fake order claiming that hotels/resturants will remain closed till 15th October 2020 due to #Coronavirusoutbreak.,#PIBFactCheck: The order is  Fake and has NOT been issued by Ministry of Tourism. ,PIB Fact Check,1.20763E+18,1.24775E+18,en,FALSE
71,[],2020-04-07 16:19:28+00:00,#AarogyaSetu App proactively informs the user about  potential risk of infection and relevant medical advisories to contain spread of #COVID19 pandemic.,,,PIB Fact Check,1.20763E+18,1.24756E+18,en,FALSE
72,[],2020-04-07 10:36:46+00:00,"#Fake News Alert ! 

Messages circulating on Social Media reading 'WhatsApp info regarding √ tick marks' is #FAKE.

#PIBFactCheck : No! The Government is doing no such thing. The message is #FAKE. 

Beware of rumours! https://t.co/GAGEnbOLdY",,,PIB Fact Check,1.20763E+18,1.24747E+18,en,FALSE
73,[],2020-04-07 09:54:49+00:00,"RT @MoHFW_INDIA: #IndiaFightsCorona 
#CoronaUpdate 

This is to clarify that the document, as attached here ,is FAKE. No additional guideli…",,,PIB Fact Check,1.20763E+18,1.24746E+18,en,FALSE
74,[],2020-04-06 17:10:43+00:00,"#PIBFactCheck

Claim: a prominent newspaper has alleged in an Op-Ed that #ArogyaSetu will be used for surveillance.

Fact: This is baseless, the App does not link user location &amp; data with any sensitive personal data. Also, it does not make users vulnerable to hacking. https://t.co/4IXstdsIkk","
Claim: a prominent newspaper has alleged in an Op-Ed that #ArogyaSetu will be used for surveillance.","Fact: This is baseless, the App does not link user location &amp; data with any sensitive personal data. Also, it does not make users vulnerable to hacking. https://t.co/4IXstdsIkk",PIB Fact Check,1.20763E+18,1.24721E+18,en,FALSE
75,"[{'url': 'https://t.co/mOj5gqNOar', 'expanded_url': 'https://twitter.com/TheOfficialSBI/status/1246745790279647232', 'display_url': 'twitter.com/TheOfficialSBI…', 'indices': [168, 191]}]",2020-04-06 14:53:52+00:00,"Beware and Be Alert of cyber frauds asking you to share OTP to defer bank EMI's.

Please note that EMI Deferment does not require OTP sharing. 

Do not share your OTP! https://t.co/mOj5gqNOar",Beware and Be Alert of cyber frauds asking you to share OTP to defer bank EMI's.,Please note that EMI Deferment does not require OTP sharing. ,PIB Fact Check,1.20763E+18,1.24718E+18,en,FALSE
76,[],2020-04-06 13:30:20+00:00,WHO has advised against eating bakery items to prevent #Coronavirus,,,PIB Fact Check,1.20763E+18,1.24715E+18,en,FALSE
77,[],2020-04-06 10:16:56+00:00,"Fake message is going around on social media claiming that  legal action would be taken against admin and group members who post jokes on #Coronavirus , hence group admin should close the group for 2 days. 

This is #Fake! No such order has been issued by the Government https://t.co/TFB5GCH2Vg",,,PIB Fact Check,1.20763E+18,1.24711E+18,en,FALSE
78,[],2020-04-06 10:14:18+00:00,"RT @indiainbrazil: 1. This is a false claim. There is no such joint initiative, with private individuals, of the @indiainbrazil and @cgisao…",,,PIB Fact Check,1.20763E+18,1.24711E+18,en,FALSE
79,[],2020-04-06 10:08:33+00:00,"The correct UPI ID for PM CARES Fund is pmcares@sbi

Keep your valuable contribution safe from fraudulent UPI ID's.
Verify the genuineness before making any donations. https://t.co/gMIG0vXGUN",,The correct UPI ID for PM CARES Fund is pmcares@sbi,PIB Fact Check,1.20763E+18,1.2471E+18,en,FALSE
80,[],2020-04-06 07:18:46+00:00,"RT @cyberabadpolice: Fake UPI IDs in the name of PM CARES.

COVID-19 Frauds Alert!   #BeAware #StaySecure #COVID19 #StaySafeBankSafe 

The…",,,PIB Fact Check,1.20763E+18,1.24706E+18,en,FALSE
81,[],2020-04-05 16:15:21+00:00,"A morphed image being shared on social media cites a prominent Hindi news channel claiming Union Home Minister @amitshah has been infected with #COVID19

The image is #Fake and aims to spread confusion. Please do not share or forward it. https://t.co/3evj8DFUiA",A morphed image being shared on social media cites a prominent Hindi news channel claiming Union Home Minister @amitshah has been infected with #COVID19,,PIB Fact Check,1.20763E+18,1.24683E+18,en,FALSE
82,"[{'url': 'https://t.co/GB7rQ0t9lJ', 'expanded_url': 'https://twitter.com/WHOSEARO/status/1246804406705614848?s=19', 'display_url': 'twitter.com/WHOSEARO/statu…', 'indices': [195, 218]}]",2020-04-05 14:35:29+00:00,"#PIBFactCheck

Claim : A so-called circular, said to be from WHO is floating around on whatsapp, saying that it has announced a lockdown schedule.

Fact : @WHO has already tweeted it as #Fake ⬇️
https://t.co/GB7rQ0t9lJ https://t.co/3M5RBLoA3i","Claim : A so-called circular, said to be from WHO is floating around on whatsapp, saying that it has announced a lockdown schedule.","Fact : @WHO has already tweeted it as #Fake ⬇️
https://t.co/GB7rQ0t9lJ https://t.co/3M5RBLoA3i",PIB Fact Check,1.20763E+18,1.24681E+18,en,FALSE
83,[],2020-04-05 13:45:28+00:00,"A Notification asserting that 5 days salary of employees under @MoHFW_INDIA shall be remitted to contribute in ""PM CARES FUND"" is #FAKE

NO such notification has been issued by Ministry of Health and Family Welfare https://t.co/Pxm4vjinCN","A Notification asserting that 5 days salary of employees under @MoHFW_INDIA shall be remitted to contribute in ""PM CARES FUND"" is #FAKE",,PIB Fact Check,1.20763E+18,1.2468E+18,en,FALSE
84,[],2020-04-05 13:15:01+00:00,"Today at #9MinutesAt9PM, from where will responsible citizens light lamps/ Diya /candles and flash mobile torch as a mark of solidarity in the fight against #Covid ?  
#SocialDistancing 
#9baje9mintues",,,PIB Fact Check,1.20763E+18,1.24679E+18,en,FALSE
85,[],2020-04-05 12:34:23+00:00,Lemon and turmeric is an effective preventive measure against #Covid19.,,,PIB Fact Check,1.20763E+18,1.24678E+18,en,FALSE
86,[],2020-04-05 10:54:51+00:00,"We must strive to be vigilant and should not believe forwards going around without cross checking its authenticity.

Be aware, Be Safe!

#FightAgainstrumour #FightAgainstFakeNews https://t.co/LWVcRwkpjY",,,PIB Fact Check,1.20763E+18,1.24675E+18,en,FALSE
87,[],2020-04-04 13:19:25+00:00,Ice cream consumption can cause #coronavirus,,,PIB Fact Check,1.20763E+18,1.24643E+18,en,FALSE
88,"[{'url': 'https://t.co/mfw3bCE6GS', 'expanded_url': 'https://twitter.com/PIB_India/status/1246374836747862017', 'display_url': 'twitter.com/PIB_India/stat…', 'indices': [216, 239]}]",2020-04-04 10:08:41+00:00,"The National Load despatch centre has worked out the procedures for grid balancing during the #9Baje9Minutes and adequate protocols/arrangements are in place to handle the variation in demand.

for more, read here - https://t.co/mfw3bCE6GS",,,PIB Fact Check,1.20763E+18,1.24638E+18,en,FALSE
89,[],2020-04-04 06:56:58+00:00,"The image of a video grab circulating on social media  claiming that the #LockDown has been extended till May 4 is #Fake. 

No such announcement has been made by the Government till now. https://t.co/B4vTk7A7y6",The image of a video grab circulating on social media  claiming that the #LockDown has been extended till May 4 is #Fake. ,,PIB Fact Check,1.20763E+18,1.24633E+18,en,FALSE
90,[],2020-04-03 12:02:23+00:00,Pets can transmit #Coronavirus infection to humans.,,,PIB Fact Check,1.20763E+18,1.24605E+18,en,FALSE
91,[],2020-04-03 11:02:00+00:00,"Don't fall for the rumours/unscientific reasoning on the appeal for lightning Diya/candles/flash/torch on 5th April at 9pm.

This initiative is to show solidarity and  confidence in our collective fight against #Covid19

Please maintain #SocialDistancing to keep #Covid19 at bay! https://t.co/ZrR9PdhJjv",,,PIB Fact Check,1.20763E+18,1.24603E+18,en,FALSE
92,[],2020-04-03 09:32:44+00:00,"A video claiming people are licking cutlery to spread #Coronavirus is being widely shared in the context of #Covid19 in India. 

#PIBFactcheck: The video is old from the year 2018 and not related #Covid19. 

Be a #Coronawarrior by sharing only authentic and verified information. https://t.co/YnlFCYqG9s",A video claiming people are licking cutlery to spread #Coronavirus is being widely shared in the context of #Covid19 in India. ,#PIBFactcheck: The video is old from the year 2018 and not related #Covid19. ,PIB Fact Check,1.20763E+18,1.24601E+18,en,FALSE
93,"[{'url': 'https://t.co/gwRm8NVk1g', 'expanded_url': 'https://pib.gov.in/COVID19tweets.aspx', 'display_url': 'pib.gov.in/COVID19tweets.…', 'indices': [62, 85]}, {'url': 'https://t.co/D9HAmFgqYO', 'expanded_url': 'https://pib.gov.in/factcheck.aspx', 'display_url': 'pib.gov.in/factcheck.aspx', 'indices': [137, 160]}]",2020-04-03 07:34:20+00:00,"PIB's dedicated page for #COVID19 tweets from @COVIDNewsByMIB
https://t.co/gwRm8NVk1g

To keep your fact-checking meter in place, visit-
https://t.co/D9HAmFgqYO

Let’s spread #Facts not Fear! (2/2)",,,PIB Fact Check,1.20763E+18,1.24598E+18,en,FALSE
94,"[{'url': 'https://t.co/9UfN96eHIx', 'expanded_url': 'https://pib.gov.in/newsite/chronavirus.aspx?docid=667', 'display_url': 'pib.gov.in/newsite/chrona…', 'indices': [153, 176]}, {'url': 'https://t.co/ozyPIsmPqI', 'expanded_url': 'https://pib.gov.in/newsite/allrelcoronavirus.aspx', 'display_url': 'pib.gov.in/newsite/allrel…', 'indices': [247, 270]}]",2020-04-03 07:32:56+00:00,"#HelpUsToHelpYou in your search for authentic sources of information on #COVID19-

Find the latest updates, advisories &amp; essential info on #COVID19 -https://t.co/9UfN96eHIx 

PIB webpage for official #COVID19 releases in different languages- 
https://t.co/ozyPIsmPqI  (1/2)",,,PIB Fact Check,1.20763E+18,1.24598E+18,en,FALSE
95,[],2020-04-02 16:11:47+00:00,Inhaling hot water steam kills #Coronavirus.,Inhaling hot water steam kills #Coronavirus.,,PIB Fact Check,1.20763E+18,1.24575E+18,en,FALSE
96,"[{'url': 'https://t.co/H3ODMHZUER', 'expanded_url': 'https://twitter.com/i/events/1245657199264681984', 'display_url': 'twitter.com/i/events/12456…', 'indices': [133, 156]}]",2020-04-02 10:59:09+00:00,"Fact Check on #Covid19

Here are some viral messages that are #Fake or Misleading. Do not amplify them. 
Lets spread Facts not Fear!
https://t.co/H3ODMHZUER",,,PIB Fact Check,1.20763E+18,1.24567E+18,en,FALSE
97,"[{'url': 'https://t.co/MgrW534u0l', 'expanded_url': 'http://cbse.nic.in/newsite/attach/PRESS%20RELEASE%2001.04.20.pdf', 'display_url': 'cbse.nic.in/newsite/attach…', 'indices': [204, 227]}]",2020-04-02 10:23:22+00:00,"#FakeNews alert!

A #CBSE press release, stating that examination of standard 10 and 12 would resume from 22 April 2020, is #Fake and not issued by CBSE.

Exam dates have not been fixed yet. 

Check out: https://t.co/MgrW534u0l

#StayAwareandStayStafe   #HelpUsToHelpYou https://t.co/GYTeI9b3Fe","A #CBSE press release, stating that examination of standard 10 and 12 would resume from 22 April 2020, is #Fake and not issued by CBSE.",Exam dates have not been fixed yet. ,PIB Fact Check,1.20763E+18,1.24566E+18,en,FALSE
98,[],2020-04-02 09:32:13+00:00,"A MCI advisory being circulated on social media, stating that MBBS UGs and students will be recruited for  assistance in healthcare against #Covid19, is FAKE.

#PIBFactCheck :
The advisory is #Fake. Medical council of India has  NOT issued any such advisory. https://t.co/QVekk932mT","A MCI advisory being circulated on social media, stating that MBBS UGs and students will be recruited for  assistance in healthcare against #Covid19, is FAKE.",The advisory is #Fake. Medical council of India has  NOT issued any such advisory. https://t.co/QVekk932mT,PIB Fact Check,1.20763E+18,1.24565E+18,en,FALSE
99,[],2020-04-02 09:26:54+00:00,"The SC recently  has also advised- ""Media(print, electronic &amp; social) to maintain a strong sense of responsibility and ensure unverified news capable of causing panic is not disseminated.""

 Request not to circulate/fall for fake forwards. (3/3)",,"The SC recently  has also advised- ""Media(print, electronic &amp; social) to maintain a strong sense of responsibility and ensure unverified news capable of causing panic is not disseminated.""",PIB Fact Check,1.20763E+18,1.24564E+18,en,FALSE
100,[],2020-04-02 09:25:36+00:00,"#PIBFactcheck: 

Sec 54 of the Disaster Management Act implemented provides punishment for ""FALSE WARNING""/persons circulating false alarm leading to panic.  (2/3) https://t.co/Lgl1W0QoUN",,,PIB Fact Check,1.20763E+18,1.24564E+18,en,FALSE
101,[],2020-04-02 09:23:35+00:00,"Msgs circulating on social media claiming-apart from Govt no citizen is allowed to post/forward update on #COVID19- is MISLEADING&amp;FALSE
#PIBFACTCHECK: Circulating unverified/false news leading to panic is prohibited. As responsible Citizens let's not circulate fake forwards (1/3) https://t.co/JvPPzd25DR",Msgs circulating on social media claiming-apart from Govt no citizen is allowed to post/forward update on #COVID19- is MISLEADING&amp;FALSE,#PIBFACTCHECK: Circulating unverified/false news leading to panic is prohibited. As responsible Citizens let's not circulate fake forwards,PIB Fact Check,1.20763E+18,1.24564E+18,en,FALSE
102,[],2020-04-02 09:01:28+00:00,"RT @PrakashJavdekar: Reviewed with senior officials of @MIB_India  today morning #COVID19 related issues. 
Note: Social distancing norms we…",,,PIB Fact Check,1.20763E+18,1.24564E+18,en,FALSE
103,"[{'url': 'https://t.co/D9HAmFgqYO', 'expanded_url': 'https://pib.gov.in/factcheck.aspx', 'display_url': 'pib.gov.in/factcheck.aspx', 'indices': [78, 101]}]",2020-04-02 08:56:12+00:00,"#IndiaFightsCorona 

Be a #CovidWarrior and spread facts not rumours! 

Visit https://t.co/D9HAmFgqYO to keep your fact checking meter in place.

@MIB_India @PrakashJavdekar",,,PIB Fact Check,1.20763E+18,1.24564E+18,en,FALSE
104,[],2020-04-02 05:42:35+00:00,"RT @PIB_India: #IndiaFightsCorona Here's the first in our daily round-up of key government steps to combat #COVID2019india, including today…",,,PIB Fact Check,1.20763E+18,1.24559E+18,en,FALSE
105,[],2020-04-01 16:05:15+00:00,Mustard oil can help to prevent #Coronavirus .,,,PIB Fact Check,1.20763E+18,1.24538E+18,en,FALSE
106,[],2020-04-01 15:44:35+00:00,"Correct Answer: Yes
The correct UPI ID of PM CARES Fund is pmcares@sbi

सही जवाब:  हाँ | 
पीएम केयर्स फंड की सही UPI आईडी pmcares@sbi है |",,,PIB Fact Check,1.20763E+18,1.24538E+18,en,FALSE
107,[],2020-04-01 05:10:43+00:00,"Social media messages claiming that 400 devotees are stranded at the #VaishnoDevi or Katra is false.  

#PIBFactcheck: It is clarified that Yatra stopped on 18th March, much before the lockdown:

CEO of the shrine board has already clarified the same to the media https://t.co/9zxNXS2dXO",Social media messages claiming that 400 devotees are stranded at the #VaishnoDevi or Katra is false.  ,"#PIBFactcheck: It is clarified that Yatra stopped on 18th March, much before the lockdown:",PIB Fact Check,1.20763E+18,1.24522E+18,en,FALSE
108,[],2020-04-01 04:59:14+00:00,"On April fool's day, let's not make #Coronavirus a joke!

#FightAgainstRumour is as important as #FightAgainstCorona

#AprilFools #AprilFoolsDay https://t.co/CYZymJNIFQ",,,PIB Fact Check,1.20763E+18,1.24521E+18,en,FALSE
109,[],2020-03-31 11:31:07+00:00,The correct UPI ID of  PM CARES Fund is pmcares@sbi,,,PIB Fact Check,1.20763E+18,1.24495E+18,en,FALSE
110,"[{'url': 'https://t.co/YsWCv92w3E', 'expanded_url': 'https://twitter.com/PIBFactCheck/status/1244651038914662401?s=19', 'display_url': 'twitter.com/PIBFactCheck/s…', 'indices': [71, 94]}]",2020-03-31 11:12:46+00:00,"@sandeepghiya Hi,
Please refer to the link for clarification on same -
https://t.co/YsWCv92w3E",,,PIB Fact Check,1.20763E+18,1.24495E+18,en,FALSE
111,[],2020-03-31 09:54:01+00:00,"@WHO has not advised against eating bakery items.

However, following proper food hygiene is a must to prevent #Covid19India

Be a responsible citizen by sharing only authentic information.
#IndiaFightsCoronavirus https://t.co/otFcG1tC6p",,"WHO has not advised against eating bakery items.

However, following proper food hygiene is a must to prevent #Covid19India

Be a responsible citizen by sharing only authentic information.
#IndiaFightsCoronavirus https://t.co/otFcG1tC6p",PIB Fact Check,1.20763E+18,1.24493E+18,en,FALSE
112,"[{'url': 'https://t.co/dHsjvlD0UX', 'expanded_url': 'https://pib.gov.in/PressReleseDetailm.aspx?PRID=1609424', 'display_url': 'pib.gov.in/PressReleseDet…', 'indices': [222, 245]}]",2020-03-31 04:09:42+00:00,"#FactCheck: No!  The current Financial Year 2019-20 is NOT being extended to June/July 2020.

Please don't fall for such fake news circulating on social media. The F.Y 2019-20 is as usual closing on 31.03.2020.

Details:  https://t.co/dHsjvlD0UX https://t.co/PnSTTYImBz",,#FactCheck: No!  The current Financial Year 2019-20 is NOT being extended to June/July 2020.,PIB Fact Check,1.20763E+18,1.24484E+18,en,FALSE
113,[],2020-03-30 16:08:13+00:00,"#Fake and malicious messages have surfaced, claiming likely declaration of emergency in mid-April and deployment of #IndianArmy, Veterans, NCC and NSS to assist the civil administration.

#IndiaFightsCorona https://t.co/jT7nh1mhHS","declaration of emergency in mid-April and deployment of #IndianArmy, Veterans, NCC and NSS to assist the civil administration.",,PIB Fact Check,1.20763E+18,1.24466E+18,en,FALSE
114,[],2020-03-30 15:41:46+00:00,"No such order has been issued by the Ministry of Home Affairs.

Note: By sharing only official and accurate information on coronavirus, you can protect yourself and your family members.

For authentic information, please follow @MoHFW_INDIA and @PIB_India https://t.co/XhVJnzjaUV",,,PIB Fact Check,1.20763E+18,1.24465E+18,en,FALSE
115,"[{'url': 'https://t.co/2zOxr9daqu', 'expanded_url': 'https://pib.gov.in/PressReleseDetailm.aspx?PRID=1608851', 'display_url': 'pib.gov.in/PressReleseDet…', 'indices': [166, 189]}]",2020-03-30 10:46:43+00:00,"Be Cautious of Fake account details circulating on the pretext of PM CARES Fund.

To know the exact account details, please refer to the press release by @PIB_India

https://t.co/2zOxr9daqu

Let's contribute to #PMCaresFunds to fight against #Covid19. https://t.co/jtfY3i9hqG",,,PIB Fact Check,1.20763E+18,1.24458E+18,en,FALSE
116,[],2020-03-30 08:55:29+00:00,"There is no scientific evidence to prove that inhaling hot water steam kills #Coronavirus.  

Remember: Respiratory hygiene, social distancing and washing hands are effective measures to prevent #Covid19

Let’s spread facts, not fear and contribute to #IndiaFightsCoronavirus https://t.co/fD6PYI68Ds",,"There is no scientific evidence to prove that inhaling hot water steam kills #Coronavirus.  

Remember: Respiratory hygiene, social distancing and washing hands are effective measures to prevent #Covid19",PIB Fact Check,1.20763E+18,1.24455E+18,en,FALSE
117,[],2020-03-30 04:18:39+00:00,"RT @PIB_India: Alert : There are rumours &amp; media reports, claiming that the Government will  extend the #Lockdown21 when it expires. The Ca…",,,PIB Fact Check,1.20763E+18,1.24448E+18,en,FALSE
118,[],2020-03-29 12:13:46+00:00,"Beware of Fake UPI ID being circulating on the pretext of PM CARES Fund.

#PIBFactcheck: The correct UPI ID of #PMCaresFunds is pmcares@sbi

#PMCARES  #IndiaFightsCorona https://t.co/eHw83asBQ9",,,PIB Fact Check,1.20763E+18,1.24424E+18,en,FALSE
119,[],2020-03-29 10:53:30+00:00,Tea can help to cure #coronavirus.,,,PIB Fact Check,1.20763E+18,1.24422E+18,en,FALSE
120,[],2020-03-29 07:24:41+00:00,"FACT: #COVID19 is NOT airborne and is mainly transmitted through droplets generated when an infected person coughs, sneezes or speaks.

To protect yourself:
-keep 1m distance from others
-disinfect surfaces frequently
-wash/rub your 👐
-avoid touching your 👀 https://t.co/ou2LLbkxJJ",,,PIB Fact Check,1.20763E+18,1.24416E+18,en,FALSE
121,[],2020-03-29 04:48:53+00:00,RT @PIB_India: #PIBFactCheck : John Hopkins University has now disassociated itself from a study which had predicted a high number of casua…,,,PIB Fact Check,1.20763E+18,1.24412E+18,en,FALSE
122,"[{'url': 'https://t.co/0vHrpyfo3Y', 'expanded_url': 'https://twitter.com/DDNewslive/status/1243884948584648705?s=19', 'display_url': 'twitter.com/DDNewslive/sta…', 'indices': [164, 187]}, {'url': 'https://t.co/S2tCIXE9rE', 'expanded_url': 'https://twitter.com/PIBFactCheck/status/1243843828819189760', 'display_url': 'twitter.com/PIBFactCheck/s…', 'indices': [188, 211]}]",2020-03-28 13:22:00+00:00,"Director General of the Private Hospital Association Dr Girdhar Gyani clarifies that India has not entered stage 3 of the #Covid19 infection

Watch - @DDNewslive 

https://t.co/0vHrpyfo3Y https://t.co/S2tCIXE9rE",,,PIB Fact Check,1.20763E+18,1.24389E+18,en,FALSE
123,[],2020-03-28 11:43:33+00:00,"Practicing social distancing, washing hands and respiratory hygiene are effective ways to prevent #Coronavirus Infection.",,,PIB Fact Check,1.20763E+18,1.24387E+18,en,FALSE
124,[],2020-03-28 11:39:44+00:00,"A step towards greater #Accessibility. For persons with visual disabilities who use screen readers, we are providing description of images on our tweets and  posts on Facebook and Instagram. https://t.co/q98pYZTPLq",,,PIB Fact Check,1.20763E+18,1.24387E+18,en,FALSE
125,[],2020-03-28 10:14:12+00:00,"#PIBFactCheck:  Please don't fall for report claiming India has entered Stage 3 - i.e community transmission of #Covid19

Claims made are misleading and scaremongering.

Various measures of social distancing being practiced and implemented is crucial to fighting #covid19 https://t.co/KpTnSVwoS2",,#PIBFactCheck:  Please don't fall for report claiming India has entered Stage 3 - i.e community transmission of #Covid19,PIB Fact Check,1.20763E+18,1.24384E+18,en,FALSE
